Num,y
348622,2237.81054688
348623,34126.7265625
348624,458868.6875
348625,55431.7617188
348626,280.003723145
348627,189997.5
348628,114934.820312
348629,123134.234375
348630,135058.234375
348631,3071.84912109
348632,2237.81054688
348633,81942.9765625
348634,458868.6875
348635,38828.9453125
348636,3071.84912109
348637,202000.6875
348638,132793.859375
348639,780585.25
348640,837513.4375
348641,3503.75244141
348642,164764.953125
348643,123058.546875
348644,1387.05944824
348645,32608.328125
348646,13571.7832031
348647,212310.5625
348648,6722.07324219
348649,34149.4921875
348650,7822.85400391
348651,34126.7265625
348652,34126.7265625
348653,344108.4375
348654,10140.9775391
348655,42736.4921875
348656,17085.1386719
348657,3071.84912109
348658,70031.671875
348659,1232.46203613
348660,317.064331055
348661,13598.1552734
348662,6895.76660156
348663,25134.5019531
348664,1845601.25
348665,113314.390625
348666,427480.09375
348667,1321258.0
348668,137766.734375
348669,65844.6328125
348670,33957.4726562
348671,475.064819336
348672,60236.9179688
348673,403.379333496
348674,538.272277832
348675,4060531.5
348676,548364.875
348677,10336.7773438
348678,81942.9765625
348679,431758.53125
348680,24593.6289062
348681,1603.16064453
348682,43933.0976562
348683,2676.36767578
348684,2053.22680664
348685,15128.0166016
348686,178091.28125
348687,8289.03808594
348688,222727.84375
348689,11732.859375
348690,8276.234375
348691,291407.25
348692,32200.734375
348693,266067.65625
348694,229571.015625
348695,218401.515625
348696,115010.507812
348697,140914.171875
348698,1813.72363281
348699,22527.5585938
348700,17085.1386719
348701,120096.367188
348702,15088.8408203
348703,55485.7695312
348704,107277.789062
348705,181606.203125
348706,170592.546875
348707,46498.1953125
348708,10336.7773438
348709,97309.078125
348710,113997.039062
348711,48610.96875
348712,6895.76660156
348713,164764.953125
348714,177534.421875
348715,266017.875
348716,13812.2675781
348717,484.613830566
348718,1813.72363281
348719,5162.86230469
348720,24593.6289062
348721,177561.84375
348722,3503.75244141
348723,684.851257324
348724,26857.0449219
348725,7822.85400391
348726,5995.95849609
348727,98324.828125
348728,390565.375
348729,46591.1367188
348730,1949346.375
348731,520518.78125
348732,51024.3710938
348733,253781.921875
348734,845.623596191
348735,4057587.75
348736,123058.546875
348737,89298.0234375
348738,1258917.125
348739,1024068.75
348740,1045269.0
348741,1930157.125
348742,211809.0625
348743,181128.765625
348744,3503.75244141
348745,19617.0234375
348746,598.854064941
348747,19629.828125
348748,137766.734375
348749,4441.61132812
348750,48604.7109375
348751,646111.875
348752,181606.203125
348753,905719.8125
348754,438887.46875
348755,171277.359375
348756,103308.757812
348757,1232.46203613
348758,22527.5585938
348759,396901.40625
348760,1006800.125
348761,460839.9375
348762,26857.0449219
348763,34126.7265625
348764,356.700836182
348765,19629.828125
348766,202000.6875
348767,3873.48632812
348768,538.272277832
348769,114968.164062
348770,17600.7792969
348771,2237.81054688
348772,1387.05944824
348773,253781.921875
348774,1204482.875
348775,3562.93359375
348776,17085.1386719
348777,317.064331055
348778,44059.3984375
348779,146218.984375
348780,280451.46875
348781,189997.5
348782,458868.6875
348783,552567.5
348784,13825.0712891
348785,9597.11132812
348786,11772.0351562
348787,1387.05944824
348788,2676.36767578
348789,123058.546875
348790,34126.7265625
348791,983970.0
348792,760517.4375
348793,484.613830566
348794,684.851257324
348795,280.003723145
348796,2676.36767578
348797,2676.36767578
348798,99423.8359375
348799,19590.6523438
348800,1387.05944824
348801,3873.48632812
348802,1387.05944824
348803,816.412109375
348804,2053.22680664
348805,4985.17773438
348806,1259734.0
348807,36816.7265625
348808,1749156.875
348809,522205.21875
348810,29458.2675781
348811,17600.7792969
348812,1813.72363281
348813,41436.5039062
348814,71388.96875
348815,115010.507812
348816,317426.6875
348817,120054.023438
348818,684.851257324
348819,480486.59375
348820,22729.015625
348821,729.094055176
348822,280.003723145
348823,26857.0449219
348824,280.003723145
348825,280.003723145
348826,484.613830566
348827,280.003723145
348828,220757.265625
348829,1115298.125
348830,455521.15625
348831,882334.375
348832,36816.7265625
348833,2676.36767578
348834,42736.4921875
348835,208997.8125
348836,823244.4375
348837,280.003723145
348838,317.064331055
348839,403.379333496
348840,5136.77441406
348841,56503.1015625
348842,20457.0371094
348843,446.14831543
348844,6895.76660156
348845,325790.34375
348846,761208.6875
348847,26806.6152344
349519,729.094055176
349520,10375.953125
349521,87729.0546875
349522,11772.0351562
349523,280.003723145
349524,46655.71875
349525,28195.6484375
349526,38909.0820312
349527,38909.0820312
349528,1164.32678223
349529,614.045288086
349530,17165.2714844
349531,74586.9140625
349532,6761.24951172
349533,729.094055176
349534,61704.09375
349535,38909.0820312
349536,114534.9375
349537,115515.0625
349538,538.272277832
349539,32753.0410156
349540,25245.875
349541,729.094055176
349542,6934.94287109
349543,2053.22680664
349544,27001.7578125
349545,1813.72363281
349546,6761.24951172
349547,1826.52783203
349548,6761.24951172
349549,6022.33056641
349550,66272.5859375
349551,3575.73779297
349552,6934.94287109
349553,4480.78759766
349554,1164.32678223
349555,13633.7246094
349556,1387.05944824
349557,317.064331055
349558,2250.61474609
349559,1038.62561035
349560,4480.78759766
349561,318700.53125
349562,34068.8515625
349563,79270.046875
349564,270291.9375
349565,25245.875
349566,8315.41015625
349567,7939.68896484
349568,315.573455811
349569,13847.8369141
349570,280.003723145
349571,280.003723145
349572,807415.1875
349573,123271.328125
349574,2053.22680664
349575,11794.8007812
349576,81557.59375
349577,5202.03857422
349578,328.586151123
349579,13847.8369141
349580,1387.05944824
349581,614.045288086
349582,6022.33056641
349583,41412.4726562
349584,2250.61474609
349585,34147.2617188
349586,356.700836182
349587,1603.16064453
349588,48245.6289062
349589,4480.78759766
349590,38973.6640625
349591,44204.1171875
349592,38973.6640625
349593,22809.1484375
349594,29569.640625
349595,484.613830566
349596,5024.35400391
349597,3912.66259766
349598,15208.1494141
349599,1413.43139648
349600,13633.7246094
349601,20537.1699219
349602,48085.015625
349603,29602.9804688
349604,11759.2314453
349605,1813.72363281
349606,19652.59375
349607,29026.7558594
349608,11772.0351562
349609,2053.22680664
349610,27001.7578125
349611,29091.3359375
349612,34363.5703125
349613,4985.17773438
349614,484.613830566
349615,729.094055176
349616,446.14831543
349617,5024.35400391
349618,34129.6132812
349619,356.700836182
349620,317.064331055
349621,3912.66259766
349622,1561.8984375
349623,1387.05944824
349624,19709.9609375
349625,127312.070312
349626,5024.35400391
349627,284016.34375
349628,82155.7578125
349629,9659.05273438
349630,51191.0195312
349631,356.700836182
349632,676499.375
349633,10398.71875
349634,7871.99169922
349635,199758.96875
349636,133719.984375
349637,182563.5
349638,304850.96875
349639,41523.8515625
349640,29328.0976562
349641,538.272277832
349642,3111.02539062
349643,280.003723145
349644,4480.78759766
349645,26917.9882812
349646,1387.05944824
349647,5202.03857422
349648,123638.789062
349649,28228.9882812
349650,135863.265625
349651,58457.5234375
349652,27001.7578125
349653,19709.9609375
349654,317.064331055
349655,5175.95068359
349656,81377.296875
349657,206774.734375
349658,89510.8046875
349659,6022.33056641
349660,9636.28710938
349661,289.847686768
349662,2715.54394531
349663,34102.1914062
349664,684.851257324
349665,356.700836182
349666,22840.3886719
349667,3602.10986328
349668,484.613830566
349669,317.064331055
349670,46655.71875
349671,241609.9375
349672,729.094055176
349673,8315.41015625
349674,280.003723145
349675,6022.33056641
349676,24983.8378906
349677,37003.7929688
349678,32753.0410156
349679,75122.84375
349680,105116.609375
349681,3084.65332031
349682,2550.671875
349683,3575.73779297
349684,538.272277832
349685,614.045288086
349686,13654.1386719
349687,5024.35400391
349688,144554.15625
349689,98837.125
349690,403.379333496
349691,389.678192139
349692,280.003723145
349693,614.045288086
349694,446.14831543
349695,22638.9316406
349696,2702.73974609
349697,389.678192139
349698,1232.46203613
349699,403.379333496
349700,300.447021484
349701,484.613830566
349702,1232.46203613
349703,219268.0625
349704,10375.953125
349705,381336.75
349706,108592.445312
349707,5024.35400391
349708,3912.66259766
349709,614.045288086
349710,10150.4863281
349711,19652.59375
349712,30154.6894531
349713,60393.625
349714,24950.4980469
349715,280.003723145
349716,74544.5234375
349717,5175.95068359
349718,280.003723145
349719,280.003723145
349720,6934.94287109
