Num,y
348622,2105.62890625
348623,34345.9960938
348624,460475.71875
348625,54476.578125
348626,15.9159173965
348627,189441.21875
348628,115734.070312
348629,123017.984375
348630,135415.28125
348631,3069.53662109
348632,2367.1262207
348633,81604.5078125
348634,458603.625
348635,39444.9023438
348636,2972.95581055
348637,202506.609375
348638,133698.671875
348639,777743.8125
348640,838475.0625
348641,3267.67333984
348642,165459.875
348643,122429.921875
348644,1276.10656738
348645,32924.9492188
348646,12954.0917969
348647,213391.4375
348648,6691.24121094
348649,34672.8945312
348650,7569.86767578
348651,34297.9335938
348652,35031.1953125
348653,348226.9375
348654,10176.1044922
348655,42719.2929688
348656,16845.0234375
348657,2983.58911133
348658,68057.640625
348659,1261.35253906
348660,196.933166504
348661,13541.4316406
348662,6764.70703125
348663,25112.375
348664,1849768.75
348665,112466.664062
348666,428860.78125
348667,1325938.5
348668,138078.5
348669,66122.46875
348670,33496.9140625
348671,43.6576385498
348672,60392.6640625
348673,301.123199463
348674,480.742523193
348675,4101742.25
348676,549294.125
348677,10377.4550781
348678,83080.6171875
348679,432197.53125
348680,24037.8105469
348681,1684.86755371
348682,43278.6679688
348683,2803.25683594
348684,1886.67871094
348685,15687.7705078
348686,178796.765625
348687,8951.64550781
348688,221917.15625
348689,11189.9345703
348690,8309.65917969
348691,292687.8125
348692,31748.4824219
348693,264139.375
348694,230539.578125
348695,218517.828125
348696,115845.539062
348697,141307.265625
348698,1703.41259766
348699,21767.8984375
348700,16122.2373047
348701,120580.796875
348702,15443.6826172
348703,55575.75
348704,107858.34375
348705,182494.65625
348706,169140.484375
348707,45193.1171875
348708,10626.0097656
348709,97543.09375
348710,113521.578125
348711,48364.515625
348712,7229.24755859
348713,164368.8125
348714,177702.015625
348715,264797.09375
348716,14067.1542969
348717,418.803497314
348718,1697.96765137
348719,5553.00048828
348720,23527.3320312
348721,177510.484375
348722,3354.45678711
348723,582.164428711
348724,27405.7285156
348725,7667.95605469
348726,5860.49560547
348727,98693.9609375
348728,390896.375
348729,45285.1992188
348730,1952166.625
348731,519469.0
348732,50216.1601562
348733,251542.453125
348734,786.984375
348735,3950848.0
348736,121985.65625
348737,88685.1015625
348738,1244821.5
348739,1024379.6875
348740,1040527.75
348741,1930511.75
348742,211779.46875
348743,181418.171875
348744,3367.92700195
348745,19535.5
348746,517.368286133
348747,19902.5761719
348748,138767.59375
348749,4651.91601562
348750,48468.578125
348751,645411.75
348752,182366.84375
348753,896569.25
348754,441770.09375
348755,173116.421875
348756,102704.828125
348757,1142.3894043
348758,22557.984375
348759,396978.78125
348760,1000079.8125
348761,463256.96875
348762,26891.3046875
348763,34907.375
348764,231.068832397
348765,19300.9765625
348766,200909.0
348767,3941.49316406
348768,482.321166992
348769,116394.070312
348770,18317.6484375
348771,2397.36376953
348772,1379.63574219
348773,253060.109375
348774,1200497.5
348775,3586.98486328
348776,16457.3691406
348777,213.790603638
348778,44231.484375
348779,145286.171875
348780,278937.4375
348781,191360.859375
348782,458426.65625
348783,554961.1875
348784,14068.4902344
348785,9142.76660156
348786,12418.2373047
348787,1391.45349121
348788,2701.91137695
348789,123745.195312
348790,35055.625
348791,982269.875
348792,756459.75
348793,399.409942627
348794,643.343200684
348795,16.6983680725
348796,2697.10742188
348797,2697.10742188
348798,99997.3515625
348799,19879.8535156
348800,1268.08605957
348801,3968.00390625
348802,1268.08605957
348803,715.788391113
348804,1883.00292969
348805,4680.47216797
348806,1257694.625
348807,37371.8164062
348808,1731710.75
348809,521950.75
348810,29483.7128906
348811,18491.0605469
348812,1816.28979492
348813,41093.6289062
348814,71029.21875
348815,115755.78125
348816,317119.09375
348817,120723.992188
348818,582.552856445
348819,481535.90625
348820,23257.7089844
348821,705.23626709
348822,37.8248062134
348823,27263.8964844
348824,67.2718582153
348825,25.3183803558
348826,397.0340271
348827,36.9719848633
348828,220032.046875
348829,1108663.0
348830,452757.15625
348831,893777.3125
348832,36592.0585938
348833,2749.75073242
348834,43151.2109375
348835,209618.21875
348836,821206.875
348837,32.3246955872
348838,147.430755615
348839,299.662384033
348840,4967.15722656
348841,57401.3476562
348842,21130.7832031
348843,340.811737061
348844,7269.89648438
348845,327292.34375
348846,760575.3125
348847,26563.4550781
349519,683.790161133
349520,10677.7958984
349521,88214.203125
349522,12481.8310547
349523,14.1005344391
349524,45356.3671875
349525,28373.375
349526,38422.8671875
349527,38404.1835938
349528,1053.73681641
349529,500.268920898
349530,16393.1503906
349531,72583.359375
349532,6491.39355469
349533,685.234924316
349534,61703.625
349535,39726.5546875
349536,113682.039062
349537,116590.507812
349538,478.267089844
349539,32961.5664062
349540,25216.5351562
349541,688.332641602
349542,7182.23828125
349543,1921.48181152
349544,27216.5488281
349545,1820.4987793
349546,6650.08398438
349547,1813.36132812
349548,6552.48242188
349549,6079.13330078
349550,67937.34375
349551,3576.29248047
349552,7245.88085938
349553,4641.16650391
349554,1105.87036133
349555,12914.3857422
349556,1271.46582031
349557,173.286087036
349558,2399.38012695
349559,996.098327637
349560,4655.72363281
349561,319338.375
349562,33345.8945312
349563,77806.546875
349564,269572.96875
349565,25570.5039062
349566,8128.40576172
349567,8027.86767578
349568,40.2762260437
349569,14367.1308594
349570,39.5991172791
349571,81.0307922363
349572,798512.625
349573,123987.171875
349574,1898.61486816
349575,11586.4794922
349576,81246.5546875
349577,5499.44140625
349578,236.109039307
349579,14362.0019531
